Track Name,Artist,Album,Popularity,Duration (min),Added Date
"Still Falling For You - From ""Bridget Jones's Baby""",Ellie Goulding,"Still Falling For You (From ""Bridget Jones's Baby"" Original Motion Picture Soundtrack)",70,4.01,1/17/2022
No Right To Love You - Acoustic,Rhys Lewis,Things I Chose To Remember,53,3.83,1/16/2022
The Enemy,Andrew Belle,Black Bear,54,4.78,1/10/2022
Modern Love,Manuel Riva & IRAIDA,Modern Love,35,3,1/10/2022
Change Shapes (feat. Jesse),Rebounder & Jesse®,Change Shapes (feat. Jesse),8,3.49,1/10/2022
Finaliste,Florina,Finaliste,20,3.11,1/10/2022
Don't Need A Man,Liv Grace Blue,Don't Need A Man,40,2.5,1/10/2022
Silver Lining,The Neighbourhood,Chip Chrome & The Mono-Tones,53,2.99,1/9/2022
Devil's Advocate,The Neighbourhood,Chip Chrome & The Mono-Tones (Deluxe),45,3.11,1/9/2022
Stargazing,The Neighbourhood,Chip Chrome & The Mono-Tones (Deluxe),70,3.62,1/9/2022
Reflections,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,82,4.07,1/9/2022
The Beach,The Neighbourhood,Wiped Out!,76,4.25,1/9/2022
Softcore,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,84,3.44,1/9/2022
Who You Lovin,LÉON,Apart,50,2.98,1/7/2022
To Be Loved,Askjell & AURORA,To Be Loved,55,3.81,1/7/2022
For the Love,Kat Cunning,For the Love,50,3.65,1/7/2022
Afraid of the Dark,EZI,Afraid of the Dark,36,3.45,1/7/2022
Sleepless,Dutch Melrose,Sleepless,32,3.08,1/7/2022
Naïve,Annika Rose,Naïve,50,3.38,1/6/2022
A des vies de toi,Nilusi,Humanoïde,25,2.88,1/6/2022
Strada Ta,Roxen & NANE,Strada Ta,27,2.26,1/5/2022
Supernova (tigers blud),Kat Cunning,Supernova (tigers blud),36,3.27,1/5/2022
Je pars mais je t'aime,Mennel,Ma voie,28,4.2,1/5/2022
Halfway,Mimi Webb,Seven Shades of Heartbreak,41,3.29,1/5/2022
Control,Winona Oak,CLOSURE,27,3.05,1/3/2022
Before I Go,Mimi Webb,Before I Go,51,3.13,1/3/2022
Lies In The Dark,Tove Lo,Fifty Shades Darker (Original Motion Picture Soundtrack),50,3.69,1/3/2022
Kiss Me In Slow Motion,Ängie,Kiss Me In Slow Motion,50,3.26,1/3/2022
And It Breaks My Heart,LÉON,Apart,50,4.11,1/3/2022
Die For You,LÉON,Apart,50,3.62,1/3/2022
Suspicion,LP,Lost on You (Deluxe Edition),50,3.34,1/3/2022
Spinning Over You,REYKO,Spinning Over You,45,3.25,1/3/2022
Let Me Know,Winona Oak,CLOSURE,37,2.93,1/3/2022
For Someone,flora cash,Can Summer Love Last Forever?,40,4.73,1/3/2022
Punches (with LP),Noah Cyrus & LP,Good Cry,42,4.22,1/2/2022
Mil pasos (feat. Antoine Essertier),Soha & Antoine Essertier,D'ici et d'ailleurs,60,4.12,1/2/2022
Sign of the Times,Harry Styles,Harry Styles,83,5.68,1/2/2022
Goodbye,LP,Churches,23,3.78,1/2/2022
Devuélvete,Carla Morrison,Amor Supremo,61,3.96,1/2/2022
Angel By The Wings,Sia,Angel By The Wings,66,5.32,1/2/2022
Simply Falling,Iyeoka,Say Yes,64,3.98,1/2/2022
Castle in the Snow - Radio Edit,Kadebostany,Pop Collection,18,3.77,1/2/2022
Fighter,Imanbek & LP,Fighter,50,2.55,1/2/2022
Magic Man,SKYGGE,"Hello World, Composed with Artificial Intelligence",17,2.81,1/2/2022
La tristesse du diable,Meimuna,Meimuna,43,3.51,1/2/2022
Hearts,Nari,Hearts,30,2.84,1/2/2022
Va va vis,Florina,Va va vis,37,3.77,1/2/2022
When We're High,LP,Lost on You (Deluxe Edition),50,3.96,1/2/2022
Renegade,Aaryan Shah,Renegade,1,3.71,1/2/2022
Fuck Up The Friendship,Leah Kate,What Just Happened?,49,2.88,1/2/2022
Traitor,Elley Duhé,Traitor,33,2.96,1/2/2022
Heartburn,Wafia,Heartburn,1,3.44,1/2/2022
Maraschino Love,EZI,Maraschino Love,41,2.95,1/2/2022
Vino mai aproape - Version 2010,Bere Gratis,O colectie,15,3.72,12/29/2021
Chiar Daca...,Florin Chilian,Iubi: Interfata La Realitate,21,4.84,12/29/2021
Noapte Calda,Bere Gratis & Sore,Tonomatul De Vise,50,3.19,12/29/2021
Un om mai bun,Proconsul,Un om mai bun,15,3.63,12/29/2021
Vara Asta… - Original,Vama Veche,Vama Veche,36,3.55,12/29/2021
Pas În Doi,Bere Gratis,Pe Marele Ecran,50,3.85,12/29/2021
Lilith,Ellise,Under My Bed,48,2.96,12/29/2021
Same Place,JOY.,Same Place,51,3.75,12/28/2021
I Shot Cupid,Stela Cole,I Shot Cupid,50,2.74,12/28/2021
911,Ellise,Chaotic,63,3.14,12/28/2021
LOVE ME HARD,Elley Duhé,LOVE ME HARD,43,3.64,12/28/2021
Nightmares,Ellise,Can You Keep a Secret?,50,2.4,12/28/2021
sweet and sour,Amelia Moore,sweet and sour,41,2.97,12/28/2021
Masterpiece,Cloudy June,Masterpiece,45,2.91,12/28/2021
Nervous,Dasha,Nervous,18,2.7,12/28/2021
Hypocrite,Annika Rose,Hypocrite,36,3.55,12/28/2021
Etajul Noi,RANDI,Etajul Noi,28,3.1,12/27/2021
Evacuate The Dancefloor,Cascada,Evacuate The Dancefloor,4,3.45,12/27/2021
Everytime We Touch,Cascada,Everytime We Touch (Premium Edition),75,3.29,12/26/2021
la rasarit,Andrei Ursu,la rasarit,27,2.43,12/26/2021
One Last Time,LP,Churches,42,3.22,12/26/2021
Kundalini,EMAA & BRUJA,Macii Infloresc Iarna,15,2.79,12/25/2021
Lost on You,LP,Lost on You,50,4.44,12/25/2021
Nu mai exista dup-aia,Smiley,Nu mai exista dup-aia,18,3.43,12/24/2021
Reckless,Madison Beer,Reckless,70,3.39,12/24/2021
Joke's On You,Charlotte Lawrence,Joke's On You,62,3.08,12/24/2021
A Teenager's Romance,Ricky Nelson,Legacy,47,2.35,12/23/2021
MIDDLE OF THE NIGHT,Elley Duhé,MIDDLE OF THE NIGHT,75,3.07,12/23/2021
Cât de departe,Holograf,Love Affair,34,3.05,12/22/2021
Să nu-mi iei niciodată dragostea,Holograf,Holografica,38,5.07,12/22/2021
Cine Esti?,3 Sud Est,Cine Esti?,50,3.55,12/22/2021
Două mâini,Bosquito,Sar scântei,32,4.17,12/22/2021
Ochii tăi,Holograf,Undeva departe,31,3.86,12/22/2021
Tot Asa E Si A Mea,Bere Gratis,Tonomatul De Vise,50,3.23,12/22/2021
Primăvara începe cu tine,Holograf,Primăvara începe cu tine,31,3.62,12/22/2021
Mai Frumoasa,Laura Stoica,S-a Schimbat,34,4.64,12/22/2021
Stele,3 Sud Est,Stele,50,3.57,12/22/2021
Cerul,Proconsul,"Bun și simplu (Best Of, Vol. 2)",24,4.94,12/22/2021
Fade Into A Dream,LÉON,Fade Into A Dream,50,2.87,12/20/2021
Nu Pune La Suflet,RUBY & What's Up,Nu Pune La Suflet,50,3.37,12/19/2021
Fluturii,Liviu Teodorescu & JO,Fluturii,13,2.73,12/19/2021
Blue Velvet,Lana Del Rey,Born To Die - The Paradise Edition,52,2.64,12/19/2021
Ride,Lana Del Rey,Born To Die - The Paradise Edition,69,4.82,12/19/2021
Let Me,Jade LeMac,Let Me,50,3.39,12/19/2021
Saturday Nights,Khalid,Suncity,55,3.49,12/17/2021
Adevãrul E Cã,Shift & Liviu Teodorescu,Adevãrul E Cã,24,2.72,12/17/2021
Mi-ai luat mințile,Andra & Pacha Man,Mi-ai luat mințile,22,3.48,12/16/2021
Iguana,INNA,YO,33,2.69,12/15/2021
All The Things She Said,t.A.T.u.,200 KM/H In The Wrong Lane (10th Anniversary Edition),79,3.57,12/14/2021
Hot Rod,Dayglow,Fuzzybrain,1,3.4,12/13/2021
American Money,BØRNS,Dopamine,65,4.35,12/13/2021
Sweater Weather,The Neighbourhood,I Love You.,90,4.01,12/13/2021
Moscova,Killa Fonic,Moscova,6,2.21,12/12/2021
Pune-mă la loc,Alina Eremia,Pune-mă la loc,15,3.05,12/12/2021
Loveeeeeee Song,Rihanna & Future,Unapologetic (Deluxe),76,4.27,12/11/2021
Rehab,Rihanna,Good Girl Gone Bad: Reloaded,68,4.91,12/11/2021
Needed Me,Rihanna,ANTI (Deluxe),81,3.19,12/11/2021
Desperado,Rihanna,ANTI (Deluxe),69,3.11,12/11/2021
Stupid In Love,Rihanna,Rated R,47,4.02,12/11/2021
Million Ways,HRVY,Million Ways,52,2.83,12/11/2021
Tidal Wave,Portugal. The Man,Woodstock,56,3.53,12/11/2021
Happy Hour,Felix Cartal & Kiiara,Expensive Sounds For Nice People,28,2.8,12/11/2021
Venus Fly Trap,MARINA,Ancient Dreams In A Modern Land,55,2.65,12/11/2021
Love Is The Devil,Natalie Jane,Love Is The Devil,39,3.23,12/11/2021
Sinner,DEZI,Sinner,50,2.91,12/11/2021
Stranger,Andrea Russett,Stranger,21,2.9,12/11/2021
wish i loved you in the 90s,Tate McRae,TOO YOUNG TO BE SAD,61,2.95,12/11/2021
Isabelle,Zach Hood,Isabelle,53,2.25,12/11/2021
Nineteen,Dylan,Nineteen,50,3.65,12/10/2021
Perfect Stranger,Neena Rose,Perfect Stranger,14,2.52,12/10/2021
Closing Time,Semisonic,20th Century Masters: The Millennium Collection: Best Of Semisonic,68,4.57,12/10/2021
altar,Kehlani,altar,50,4.05,12/10/2021
13 Missed Calls,Zach Hood,13 Missed Calls,45,3.49,12/10/2021
Wait a Minute!,WILLOW,ARDIPITHECUS,79,3.28,12/9/2021
So High,Doja Cat,So High,77,3.36,12/9/2021
Big Plans,Why Don't We,Big Plans,60,3,12/9/2021
Too Much To Ask,Niall Horan,Flicker (Deluxe),64,3.72,12/9/2021
Sexy bomba,Romeo Fantastick,Campionii 2007,31,4.33,12/9/2021
Why,Sabrina Carpenter,Why,61,2.85,12/8/2021
No One Compares To You,Jack & Jack,A Good Friend Is Nice,56,3.05,12/8/2021
Dead,Madison Beer,As She Pleases,50,3.25,12/8/2021
Am Nevoie De Tine,Directia 5,Cântece Noi,50,3.71,12/8/2021
LOVE SUX,Marisa Maino,STAGES OF LOVE & HEARTBREAK,50,3.08,12/8/2021
Be In Her Bedroom,L Devine,Near Life Experience Part One,22,2.83,12/8/2021
Nice Guy,Paige Gold,Nice Guy,50,2.23,12/8/2021
Give Me A Reason,Jillian Rossi,Give Me A Reason,40,2.26,12/8/2021
Reasons to Stay,Andi,Reasons to Stay,50,2.92,12/8/2021
Flashbacks,Zach Hood,Flashbacks,51,3.05,12/8/2021
It'll Be Okay,Shawn Mendes,It'll Be Okay,72,3.71,12/7/2021
Nebuna,EMAA,Macii Infloresc Iarna,20,2.58,12/7/2021
Fix It to Break It,Clinton Kane,Fix It to Break It,52,3.31,12/6/2021
abcdefu,GAYLE,abcdefu,73,2.81,12/6/2021
Constellations,Jade LeMac,Constellations,50,3.34,12/6/2021
what if i took it off for you?,Nemahsis,what if i took it off for you?,39,2.28,12/6/2021
Male Fantasy,Billie Eilish,Happier Than Ever,72,3.25,12/6/2021
Macii Înfloresc Iarna,EMAA,Macii Infloresc Iarna,19,2.24,12/6/2021
În Golul Tău,The Motans,În Golul Tău,16,3.24,12/4/2021
The Cut That Always Bleeds,Conan Gray,Kid Krow,84,3.87,12/3/2021
fOoL fOr YoU,ZAYN,Mind Of Mine (Deluxe Edition),61,3.37,12/1/2021
I Drink Wine,Adele,30,70,6.27,11/28/2021
Atât de Noi,EMAA,Atât de Noi,38,3.27,11/28/2021
Dead To Me,Kali Uchis,Isolation,75,3.33,11/28/2021
Melodia Mea,Nadir,Melodia Mea,50,3.35,11/17/2021
Like Strangers Do,AJ Mitchell,Like Strangers Do,58,2.68,11/17/2021
Breathe,Lauv,I met you when I was 18. (the playlist),50,3.96,11/17/2021
i don't want to watch the world end with someone else,Clinton Kane,i don't want to watch the world end with someone else,58,3.08,11/17/2021
21,Gracie Abrams,minor,71,3.09,11/17/2021
Remember,Liam Payne,LP1,53,3.16,11/17/2021
Takeaway,The Chainsmokers & ILLENIUM & Lennon Stella,World War Joy,69,3.5,11/16/2021
stupid,Tate McRae,stupid,50,2.88,11/16/2021
Feelings,Lauv,~how i'm feeling~,50,3.17,11/16/2021
The Way You Felt,Alec Benjamin,The Way You Felt,50,3.05,11/16/2021
"I miss you, I’m sorry",Gracie Abrams,minor,82,2.79,11/16/2021
I Don't Think I'm Okay,Bazzi,I Don't Think I'm Okay,48,2.94,11/16/2021
Can I call you back?,shy martin,can I call you back?,18,2.55,11/16/2021
Paris in the Rain,Lauv,I met you when I was 18. (the playlist),50,3.41,11/16/2021
7UP,Boy In Space,7UP,50,3.39,11/16/2021
Wrong Direction,Hailee Steinfeld,Half Written Story,59,4.15,11/16/2021
Lose,NIKI,MOONCHILD,50,4.27,11/16/2021
Are you happy?,shy martin,Sad Songs,23,2.63,11/16/2021
Worst of You,Maisie Peters,Worst of You,52,3.29,11/16/2021
Moral of the Story,Ashe,Ashlyn,72,3.35,11/16/2021
Dandelions,Ruth B.,Safe Haven,84,3.9,11/16/2021
Ghost Of You,5 Seconds of Summer,Youngblood (Deluxe),69,3.29,11/16/2021
comethru,Jeremy Zucker,"summer,",73,3.03,11/16/2021
you broke me first,Tate McRae,you broke me first,6,2.82,11/16/2021
Tattoos Together,Lauv,~how i'm feeling~,50,3.11,11/15/2021
The Weekend,88rising & BIBI,The Weekend,1,2.79,11/14/2021
One Day,MONSTA X,One Day,50,2.43,11/14/2021
KAZINO,BIBI,KAZINO,60,3.1,11/14/2021
Sfarsitul lumii,Andia,Sfarsitul lumii,31,3.29,11/14/2021
La Nesfârșit,The Motans,La Nesfârșit,27,3.29,11/9/2021
Copiii Care Au Visat Greșit,The Motans,Copiii Care Au Visat Greșit,12,2.73,11/7/2021
Raising Hell (feat. Big Freedia),Kesha & Big Freedia,High Road,46,2.83,11/7/2021
Dress,Charlotte Sands,Dress,50,2.39,11/7/2021
East of Eden,Zella Day,Kicker,57,3.1,11/5/2021
I Really Like You,Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),70,3.41,11/5/2021
The Motto,Tiësto & Ava Max,The Motto,73,2.75,11/4/2021
Numai la doi,VUNK & Andra,Hituri si Mituri,8,3.74,11/4/2021
Stai lângă mine,VUNK & Irina Rimes,Extrovertit,9,3,11/3/2021
Mercy,Duffy,Rockferry,70,3.67,11/3/2021
Fall In Line (feat. Demi Lovato),Christina Aguilera & Demi Lovato,Liberation,45,4.14,11/3/2021
crash,EDEN,vertigo,55,3.87,11/3/2021
Everybody Dies In Their Nightmares,XXXTENTACION,17,78,1.59,11/3/2021
Wait A Minute,The Pussycat Dolls & Timbaland,Wait A Minute,17,3.71,11/2/2021
Fă-mi cu mâna,VUNK & Fly Project,Hituri si Mituri,22,3.48,11/1/2021
N-avem timp,Irina Rimes,N-avem timp,30,3.1,10/31/2021
All I Need,Within Temptation,The Heart Of Everything,54,4.85,10/31/2021
"Mama Do (Uh Oh, Uh Oh)",Pixie Lott,Turn It Up,47,3.28,10/31/2021
Potential Breakup Song,Aly & AJ,Potential Breakup Song,50,3.64,10/31/2021
I'm with You,Avril Lavigne,Let Go,77,3.72,10/31/2021
White Flag,Dido,Life For Rent,77,4,10/31/2021
One Woman Army,Porcelain Black,One Woman Army,47,3.61,10/31/2021
I Hate This Part,The Pussycat Dolls,Doll Domination (Deluxe),66,3.64,10/31/2021
Complicated,Avril Lavigne,Let Go,83,4.08,10/31/2021
Maneater - Radio Version,Nelly Furtado,Maneater,52,3.31,10/31/2021
Love You Like A Love Song,Selena Gomez & The Scene,When The Sun Goes Down,81,3.14,10/31/2021
Say It Right,Nelly Furtado,Loose,81,3.72,10/31/2021
Whataya Want from Me,Adam Lambert,For Your Entertainment,56,3.79,10/31/2021
Hush Hush; Hush Hush / I Will Survive - Medley,The Pussycat Dolls,Hush Hush; Hush Hush,60,4.2,10/31/2021
Creep On Me (feat. French Montana & DJ Snake),GASHI & French Montana & DJ Snake,GASHI,49,3.25,10/30/2021
Ex For A Reason (with JT from City Girls),Summer Walker & JT & City Girls,Ex For A Reason (with JT from City Girls),50,3.76,10/30/2021
I Believe in Us,LÉON,Surround Me - EP,47,3.37,10/30/2021
Nobody Cares,LÉON,Treasure - EP,31,3.78,10/30/2021
Sări,VUNK,Extrovertit,50,3.77,10/29/2021
"Așa, și?",VUNK,Hituri si Mituri,34,3.13,10/28/2021
Pleaca,VUNK & Antonia,Pleaca,50,3.15,10/28/2021
Save Me,XXXTENTACION,17,69,2.72,10/28/2021
Hearts Ain't Gonna Lie (with Jonas Blue),Arlissa & Jonas Blue,Hearts Ain't Gonna Lie (with Jonas Blue),40,3.35,10/28/2021
Tired of Talking,LÉON,Treasure - EP,46,3.28,10/27/2021
Pink,LÉON,LÉON,50,3.39,10/26/2021
Heaven,FINNEAS,Heaven,50,3.71,10/25/2021
Unfolding,Luca Fogale,Nothing is Lost,50,3.73,10/25/2021
Pentru totdeauna,Irina Rimes & Grasu XXL,Pentru totdeauna,31,2.81,10/24/2021
Somn Usor,Irina Rimes,Pastila,32,2.35,10/22/2021
You Are The Reason,Calum Scott,Only Human (Deluxe),78,3.41,10/21/2021
July,Noah Cyrus,THE END OF EVERYTHING,78,2.6,10/21/2021
Ribs,Lorde,Pure Heroine (Extended),1,4.32,10/21/2021
September,James Arthur,September,55,3.68,10/21/2021
Dumb Love,Mimi Webb,Dumb Love,52,3.45,10/21/2021
Us,James Bay,Electric Light,70,3.02,10/20/2021
Angels Like You,Miley Cyrus,Plastic Hearts,82,3.27,10/20/2021
rubberband,Tate McRae,rubberband,1,2.46,10/20/2021
New Normal,Khalid,New Normal,48,3.31,10/19/2021
Tic Tac,Irina Rimes,Pastila,30,3.77,10/19/2021
Good Without,Mimi Webb,Good Without,57,3.04,10/19/2021
When You Love Someone,James TW,Chapters,68,3.61,10/19/2021
Easy On Me,Adele,Easy On Me,78,3.74,10/19/2021
"Da, mama",Delia,Deliria,50,3.89,10/19/2021
Pe curând,Liviu Teodorescu,Pe curând,14,3.07,10/18/2021
Versus,The Motans,My Gorgeous Drama Queens,42,4.8,10/17/2021
Mica Si Slaba,Irina Rimes,Pastila,26,4.87,10/16/2021
Pana Cand,Smiley,Pana Cand,9,2.69,10/16/2021
Da Ce Tu,Irina Rimes,Da Ce Tu,21,3.87,10/16/2021
Eroii Pieselor Noastre,Irina Rimes,Eroii Pieselor Noastre,5,4.05,10/16/2021
You Lost Me,Christina Aguilera,Bionic (Deluxe Version),49,4.29,10/15/2021
River Of Tears,Alessia Cara,Know-It-All (Deluxe),56,4.24,10/15/2021
wRoNg (feat. Kehlani),ZAYN & Kehlani,Mind Of Mine (Deluxe Edition),60,3.55,10/15/2021
Jump (with Trippie Redd),Julia Michaels & Trippie Redd,Jump (with Trippie Redd),47,3.46,10/15/2021
Champagne & Sunshine,PLVTINUM & Tarro,Champagne & Sunshine,70,3.27,10/15/2021
Find You,Nick Jonas,Find You,52,3.3,10/15/2021
Si ingerii au demonii lor,Dan Bittman,Si ingerii au demonii lor,27,3.76,10/15/2021
Anyone Who Loves Me,Charlotte Cardin,Phoenix,43,3.94,10/15/2021
Older,Shallou & Daya,Magical Thinking,44,3.63,10/15/2021
The Village,WRABEL,The Village,59,3.84,10/15/2021
I Didn't Change My Number,Billie Eilish,Happier Than Ever,72,2.64,10/14/2021
Somebody Else,The 1975,"I like it when you sleep, for you are so beautiful yet so unaware of it",73,5.79,10/14/2021
my boy,Billie Eilish,dont smile at me,71,2.85,10/14/2021
Walls Could Talk,Halsey,hopeless fountain kingdom (Deluxe),1,1.7,10/14/2021
you should see me in a crown,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",75,3.02,10/14/2021
all the good girls go to hell,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",72,2.81,10/14/2021
Come As You Are,Nirvana,Nevermind (Deluxe Edition),5,3.65,10/14/2021
Breakfast In America - Remastered 2010,Supertramp,Breakfast In America (Deluxe Edition),73,2.66,10/14/2021
This Is The Life,Amy Macdonald,This Is The Life (eDeluxe),77,3.07,10/14/2021
Love In The Dark,Adele,25,79,4.77,10/14/2021
Alone,Heart,Bad Animals,76,3.65,10/14/2021
Lovers In The Wind,Roger Hodgson,In The Eye Of The Storm,49,4.23,10/14/2021
I'm Yours,Jason Mraz,We Sing. We Dance. We Steal Things. (Bonus Tracks Version),80,4.05,10/14/2021
I Can't Fall in Love Without You,Zara Larsson,So Good,60,3.01,10/14/2021
You're the One,The Vogues,The Vogues,50,2.19,10/14/2021
Patience,Take That,Beautiful World,70,3.37,10/14/2021
Vienna,Billy Joel,The Stranger (Legacy Edition),83,3.57,10/14/2021
Panic Room,Au/Ra,Panic Room,68,3.96,10/14/2021
O Lume Intreaga,Ioana Ignat,O Lume Intreaga,27,2.91,10/11/2021
Turning Page,Sleeping At Last,Turning Page,69,4.26,10/10/2021
Visions of Gideon,Sufjan Stevens,Call Me By Your Name (Original Motion Picture Soundtrack),66,4.13,10/10/2021
Breath Of Life,Florence + The Machine,Ceremonials,53,4.14,10/10/2021
Rosyln,Bon Iver & St. Vincent,The Twilight Saga: New Moon (Original Motion Picture Soundtrack),76,4.83,10/10/2021
Just Can’t Get Enough,Black Eyed Peas,The Beginning,81,3.66,10/10/2021
Baga,Irina Rimes & BRUJA,Pastila,27,3.01,10/10/2021
Pură ficțiune,Florian Rus,Pură ficțiune,37,3.05,10/10/2021
Perfectul Imperfect,Irina Rimes,Pastila,31,3.58,10/10/2021
IF THE WORLD,Josh Levi,DISC ONE,44,2.99,10/9/2021
Roses,GASHI,GASHI,50,2.83,10/9/2021
Conversations in the Dark - John Legend vs. David Guetta,John Legend & David Guetta,Conversations in the Dark,47,3.5,10/9/2021
3 Nights,Dominic Fike,"Don't Forget About Me, Demos",70,2.96,10/9/2021
Wild (feat. Gary Clark Jr.),John Legend & Gary Clark Jr.,Bigger Love,54,3.28,10/9/2021
Cold Heart - PNAU Remix,Elton John & Dua Lipa & PNAU,Cold Heart (PNAU Remix),80,3.38,10/9/2021
Collide (feat. Tyga),Justine Skye & Tyga,Collide (feat. Tyga),50,4.34,10/9/2021
The Day You Left,Poo Bear & Skrillex,The Day You Left,50,4.11,10/9/2021
Please Don’t Touch,RAYE,Please Don’t Touch,49,3.64,10/8/2021
Either,Poo Bear & Zara Larsson,Poo Bear Presents: Bearthday Music,31,3.12,10/8/2021
Stay,Khalid,Uncle Drew (Original Motion Picture Soundtrack),49,3.41,10/7/2021
Love & War - Yellow Claw G-Funk Remix,Yellow Claw & Yade Lauren,Love & War (G-Funk Remix),53,1.93,10/7/2021
Hard 2 Face Reality,Poo Bear & Justin Bieber & Jay Electronica,Hard 2 Face Reality,70,3.28,10/6/2021
Myself,Bazzi,COSMIC,63,2.79,10/6/2021
Teenager in Love,Madison Beer,As She Pleases,50,3.58,10/6/2021
Breathe,Olly Alexander (Years & Years),Take Shelter,73,3.89,10/6/2021
Wave of You,Surfaces,Pacifico,50,3.56,10/5/2021
Know Your Worth,Khalid & Disclosure,Know Your Worth,63,3.02,10/5/2021
Borderline,Tame Impala,The Slow Rush,82,3.96,10/4/2021
Adu-Ti Aminte,Feli,Adu-Ti Aminte,22,3.46,10/3/2021
What Happens Here,Zara Larsson,Poster Girl (Summer Edition),19,3.33,10/3/2021
Crash My Car,COIN,Dreamland,50,3.14,10/2/2021
Flicker,Niall Horan,Flicker (Deluxe),59,4.3,10/2/2021
3am,Halsey,Manic,50,3.91,10/2/2021
Sometimes (Backwood),Gigi Perez,Sometimes (Backwood),50,2.55,10/2/2021
Affection,Fiji Blue,Affection,50,2.9,10/2/2021
Cry with you,Jeremy Zucker,Cry with you,50,3.62,9/30/2021
Qué Más Pues?,J Balvin & Maria Becerra,JOSE,70,3.62,9/29/2021
Feel,Robbie Williams,Escapology,77,4.4,9/26/2021
Dacă cerul,Tranda,CONSTANGELES 2,24,4.52,9/26/2021
I Loved You,Dj Sava & Irina Rimes,I Loved You,45,3.68,9/26/2021
Frica,Carla's Dreams,Frica,33,3.59,9/26/2021
Black Out Days - Future Islands Remix,Phantogram & Future Islands,Black Out Days (Future Islands Remix),70,4.14,9/25/2021
Paris,Killa Fonic,2089,28,2.9,9/25/2021
Minim Doi,Alex Velea,Minim Doi,13,3.43,9/25/2021
Goodbye My Lover,James Blunt,Back to Bedlam,68,4.31,9/25/2021
You're Beautiful,James Blunt,Back to Bedlam,75,3.49,9/25/2021
Lola,Iggy Azalea & Alice Chater,Lola,50,3.87,9/23/2021
Don't Say You Love Me,Fifth Harmony,Fifth Harmony,51,3.22,9/22/2021
In Da Getto,J Balvin & Skrillex,In Da Getto,63,2.18,9/22/2021
Locked Away (feat. Adam Levine),R. City & Adam Levine,What Dreams Are Made Of,79,3.79,9/18/2021
She's The One,Robbie Williams,I've Been Expecting You,71,4.3,9/17/2021
Don't Dream It's Over,Crowded House,Crowded House,80,3.95,9/17/2021
Stand by Me,Seal,Soul,59,4.05,9/17/2021
Carried Away (Love To Love) (with Madison Beer),Surf Mesa & Madison Beer,Carried Away (Love To Love) (with Madison Beer),54,3.04,9/16/2021
go with u,BAYNK,Someone's EP II,56,3.85,9/15/2021
boyfriend (with Social House),Ariana Grande & Social House,boyfriend,79,3.1,9/15/2021
We Don't Have To Take Our Clothes Off - Remastered 2015,Ella Eyre,Feline (Deluxe),66,3.94,9/15/2021
Lucky,Jason Mraz & Colbie Caillat,We Sing. We Dance. We Steal Things. (Bonus Tracks Version),71,3.16,9/15/2021
Right Back,Khalid,Free Spirit,52,3.59,9/12/2021
Fly Me To The Moon - 2008 Remastered,Frank Sinatra & Count Basie,Nothing But The Best (2008 Remastered),66,2.46,9/12/2021
Beautiful People (feat. Khalid),Ed Sheeran & Khalid,Beautiful People (feat. Khalid),70,3.3,9/12/2021
like u,Rosenfeld,like u,50,2.63,9/12/2021
Hundred,Khalid,Free Spirit,51,4.62,9/12/2021
Te Iubesc Oriunde-as Fi (feat. Ioana & Play AJ),Florinel & Ioana & Play Aj,"Manele Hits, Vol. 1",50,4.75,9/9/2021
Little Do You Know,Alex & Sierra,It's About Us,69,3.09,9/9/2021
bad ones,Tate McRae,TOO YOUNG TO BE SAD,60,3.05,9/7/2021
EveryTime I Cry,Ava Max,EveryTime I Cry,56,2.96,9/5/2021
Remember Me (feat. BIA),Dove Cameron & BIA,Remember Me (feat. BIA),50,3.75,9/5/2021
Ready or Not,Bridgit Mendler,Hello My Name Is... (Deluxe),29,3.35,9/5/2021
Better,The Vamps,Cherry Blossom,39,2.43,9/5/2021
feel something,Bea Miller,feel something,61,3,9/5/2021
So Good,Dove Cameron,So Good,50,2.63,9/5/2021
War of Hearts,Ruelle,Up in Flames,50,3.77,9/5/2021
Slow Motion,Charlotte Lawrence,Charlotte,48,3.06,9/5/2021
Collide,Rachel Platten,Waves,48,3.43,9/4/2021
Taste of You,Rezz & Dove Cameron,Taste of You,45,2.79,9/4/2021
Remember - Acoustic,Becky Hill,Remember (Acoustic),55,2.98,9/4/2021
We Belong,Dove Cameron,We Belong,50,2.84,9/4/2021
Avalanche,James Arthur,Avalanche,41,3.79,9/4/2021
Nobody,INNA,Nobody,36,2.86,9/4/2021
Fallin' All In You,Shawn Mendes,Shawn Mendes,68,3.93,9/3/2021
Lost,Maroon 5,JORDI (Deluxe),61,2.88,9/3/2021
Wake Me When It's Over,Faouzia,Wake Me When It's Over,40,2.18,9/2/2021
Born Without a Heart,Faouzia,Born Without a Heart,64,3.31,9/1/2021
Tears (feat. Louisa Johnson),Clean Bandit & Louisa Johnson,What Is Love? (Deluxe Edition),53,3.8,8/31/2021
